9.859154929577464,85.91549295774648,97.1830985915493,91.90140845070422,104.22535211267606,162.6760563380282,2.112676056338028,161.9718309859155,naxi
142.95774647887325,88.38028169014085,214.08450704225353,102.11267605633803,205.6338028169014,167.25352112676057,126.40845070422537,157.04225352112678,naxi
278.16901408450707,101.7605633802817,327.11267605633805,131.33802816901408,323.943661971831,167.95774647887325,247.887323943662,155.6338028169014,naxi
384.85915492957747,119.01408450704226,435.9154929577465,138.38028169014086,401.056338028169,170.77464788732397,353.5211267605634,155.98591549295776,naxi
489.7887323943662,100.70422535211269,499.0,102.0,499.0,170.0,471.47887323943667,175.35211267605635,naxi
2.464788732394368,215.49295774647888,68.30985915492958,217.25352112676057,73.23943661971832,258.4507042253521,2.464788732394368,252.46478873239437,naxi
104.22535211267606,205.2816901408451,169.3661971830986,205.6338028169014,169.71830985915494,252.81690140845072,109.85915492957747,258.80281690140845,naxi
201.05633802816902,202.46478873239437,310.2112676056338,205.2816901408451,314.08450704225356,263.02816901408454,200.0,264.08450704225356,naxi
350.7042253521127,212.32394366197184,420.77464788732397,200.35211267605635,427.46478873239437,266.5492957746479,343.6619718309859,261.6197183098592,naxi
474.6478873239437,213.0281690140845,496.47887323943667,208.45070422535213,499.0,257.0,481.33802816901414,258.0985915492958,naxi
